Gene symbol	Entrez ID	Aliases	Full name
FUT7	2529	FucT-VII	fucosyltransferase 7 (alpha (1,3) fucosyltransferase)
FXN	2395	CyaY, FA, FARR, FRDA, X25	frataxin
FXR2	9513	FMR1L2, FXR2P	fragile X mental retardation, autosomal homolog 2
FXYD2	486	ATP1G1, HOMG2	FXYD domain containing ion transport regulator 2
G0S2	50486	RP1-28O10.2	G0/G1switch 2
G6PC	2538	G6PC1, G6PT, GSD1, GSD1a	glucose-6-phosphatase, catalytic subunit
G6PD	2539	G6PD1	glucose-6-phosphate dehydrogenase
GABPA	2551	E4TF1-60, E4TF1A, NFT2, NRF2, NRF2A, RCH04A07	GA binding protein transcription factor, alpha subunit 60kDa
GABPB1	2553	BABPB2, E4TF1, E4TF1-47, E4TF1-53, E4TF1B, GABPB, GABPB2, NRF2B1, NRF2B2	GA binding protein transcription factor, beta subunit 1
GABRB3	2562	ECA5	gamma-aminobutyric acid (GABA) A receptor, beta 3
GAD1	2571	CPSQ1, GAD, SCP	glutamate decarboxylase 1 (brain, 67kDa)
GADD45A	1647	DDIT1, GADD45	growth arrest and DNA-damage-inducible, alpha
GADD45G	10912	CR6, DDIT2, GADD45gamma, GRP17	growth arrest and DNA-damage-inducible, gamma
GALNT3	2591	GalNAc-T3, HFTC, HHS	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)
GAPDH	2597	G3PD, GAPD	glyceraldehyde-3-phosphate dehydrogenase
GAST	2520	GAS	gastrin
GATA1	2623	ERYF1, GATA-1, GF-1, GF1, NFE1, XLANP, XLTDA, XLTT	GATA binding protein 1 (globin transcription factor 1)
GATA2	2624	DCML, MONOMAC, NFE1B, GATA-2	GATA binding protein 2
GATA3	2625	HDR, HDRS	GATA binding protein 3
GATA4	2626	ASD2, VSD1	GATA binding protein 4
GATA5	140628	bB379O24.1	GATA binding protein 5
GBA	2629	GBA1, GCB, GLUC	glucosidase, beta, acid
GC	2638	DBP, DBP/GC, GRD3, VDBG, VDBP	group-specific component (vitamin D binding protein)
GCG	2641	GLP1, GLP2, GRPP	glucagon
GCGR	2642	GGR	glucagon receptor
GCK	2645	FGQTL3, GK, GLK, HHF3, HK4, HKIV, HXKP, LGLK, MODY2	glucokinase (hexokinase 4)
GCLC	2729	GCL, GCS, GLCL, GLCLC	glutamate-cysteine ligase, catalytic subunit
GCM1	8521	GCMA, hGCMa	glial cells missing homolog 1 (Drosophila)
GCM2	9247	GCMB, hGCMb	glial cells missing homolog 2 (Drosophila)
GCSAM	257144	GCAT2, GCET2, HGAL	germinal center-associated, signaling and motility
GDA	9615	CYPIN, GUANASE, NEDASIN	guanine deaminase
GDAP1	54332	CMT4, CMT4A, CMTRIA	ganglioside induced differentiation associated protein 1
GDF15	9518	GDF-15, MIC-1, MIC1, NAG-1, PDF, PLAB, PTGFB	growth differentiation factor 15
GDF3	9573	KFS3, MCOP7, MCOPCB6	growth differentiation factor 3
GDF5	8200	BDA1C, BMP14, CDMP1, LAP4, OS5, SYNS2	growth differentiation factor 5
GDNF	2668	ATF1, ATF2, HFB1-GDNF, HSCR3	glial cell derived neurotrophic factor
GFER	2671	ALR, ERV1, HERV1, HPO, HPO1, HPO2, HSS	growth factor, augmenter of liver regeneration
GFI1	2672	GFI-1, GFI1A, SCN2, ZNF163	growth factor independent 1 transcription repressor
GGPS1	9453	GGPPS, GGPPS1	geranylgeranyl diphosphate synthase 1
GH1	2688	GH, GH-N, GHN, IGHD1B, hGH-N	growth hormone 1
GH2	2689	GH-V, GHL, GHV, hGH-V	growth hormone 2
GHR	2690	GHBP	growth hormone receptor
GINS3	64785	PSF3	GINS complex subunit 3 (Psf3 homolog)
GIPR	2696	PGQTL2	gastric inhibitory polypeptide receptor
GJA1	2697	AVSD3, CX43, DFNB38, GJAL, HLHS1, HSS, ODDD	gap junction protein, alpha 1, 43kDa
GJA5	2702	ATFB11, CX40	gap junction protein, alpha 5, 40kDa
GJB1	2705	CMTX, CMTX1, CX32	gap junction protein, beta 1, 32kDa
GJC2	57165	CX46.6, Cx47, GJA12, HLD2, LMPH1C, PMLDAR, SPG44	gap junction protein, gamma 2, 47kDa
GJD2	57369	CX36, GJA9	gap junction protein, delta 2, 36kDa
GK	2710	GK1, GKD	glycerol kinase
GKN2	200504	BRICD1B, GDDR, PRO813, TFIZ1, VLTI465	gastrokine 2
GLCE	26035	HSEPI	glucuronic acid epimerase
GLI1	2735	GLI	GLI family zinc finger 1
GLI2	2736	HPE9, THP1, THP2	GLI family zinc finger 2
GLI3	2737	ACLS, GCPS, GLI3-190, GLI3FL, PAP-A, PAPA, PAPA1, PAPB, PHS, PPDIV	GLI family zinc finger 3
GLIS3	169792	ZNF515	GLIS family zinc finger 3
GLRA1	2741	HKPX1, STHE	glycine receptor, alpha 1
GLS	2744	AAD20, GAC, GAM, GLS1, KGA	glutaminase
GLUD1	2746	GDH, GDH1, GLUD	glutamate dehydrogenase 1
GM2A	2760	GM2-AP, SAP-3	GM2 ganglioside activator
GML	2765	LY6DL	glycosylphosphatidylinositol anchored molecule like
GNAS	2778	AHO, C20orf45, GNAS1, GPSA, GSA, GSP, NESP, PHP1A, PHP1B, PHP1C, POH	GNAS complex locus
GNLY	10578	519, D2S69E, LAG-2, LAG2, NKG5, TLA519	granulysin
GNRH1	2796	GNRH, GRH, HH12, LHRH, LNRH	gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)
GNRH2	2797	GnRH-II, LH-RHII	gonadotropin-releasing hormone 2
GOT1	2805	ASTQTL1, GIG18	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)
GP1BA	2811	BDPLT1, BDPLT3, BSS, CD42B, CD42b-alpha, DBPLT3, GP1B, GPIbA, VWDP	glycoprotein Ib (platelet), alpha polypeptide
GP1BB	2812	BDPLT1, BS, CD42C, GPIBB	glycoprotein Ib (platelet), beta polypeptide
GP6	51206	BDPLT11, GPIV, GPVI	glycoprotein VI (platelet)
GP9	2815	CD42a, GPIX	glycoprotein IX (platelet)
GPA33	10223	A33	glycoprotein A33 (transmembrane)
GPNMB	10457	HGFIN, NMB	glycoprotein (transmembrane) nmb
GPX1	2876	GPXD, GSHPX1	glutathione peroxidase 1
GPX4	2879	GPx-4, GSHPx-4, MCSP, PHGPx, snGPx, snPHGPx	glutathione peroxidase 4
GRHL1	29841	LBP32, MGR, NH32, TFCP2L2	grainyhead-like 1 (Drosophila)
GRHL2	79977	BOM, DFNA28, TFCP2L3	grainyhead-like 2 (Drosophila)
GRIN1	2902	GluN1, MRD8, NMDA1, NMDAR1, NR1	glutamate receptor, ionotropic, N-methyl D-aspartate 1
GRIN2B	2904	GluN2B, MRD6, NMDAR2B, NR2B, hNR3	glutamate receptor, ionotropic, N-methyl D-aspartate 2B
GRIP1	23426	GRIP	glutamate receptor interacting protein 1
GRM2	2912	GLUR2, GPRC1B, MGLUR2, mGlu2	glutamate receptor, metabotropic 2
GSC2	2928	GSCL	goosecoid homeobox 2
GSPT1	2935	551G9.2, ETF3A, GST1, eRF3a	G1 to S phase transition 1
GSS	2937	GSHS	glutathione synthetase
GSTA1	2938	GST2, GSTA1-1, GTH1	glutathione S-transferase alpha 1
GSTM1	2944	GST1, GSTM1-1, GSTM1a-1a, GSTM1b-1b, GTH4, GTM1, H-B, MU, MU-1	glutathione S-transferase mu 1
GSTP1	2950	DFN7, FAEES3, GST3, GSTP, PI	glutathione S-transferase pi 1
GTF2A1	2957	TF2A1, TFIIA, TFIIA-42, TFIIAL	general transcription factor IIA, 1, 19/37kDa
GTF2B	2959	TF2B, TFIIB	general transcription factor IIB
GTF2F1	2962	BTF4, RAP74, TF2F1, TFIIF	general transcription factor IIF, polypeptide 1, 74kDa
GTF2I	2969	BAP135, BTKAP1, DIWS, GTFII-I, IB291, SPIN, TFII-I, WBS, WBSCR6	general transcription factor IIi
GTF3A	2971	AP2, TFIIIA	general transcription factor IIIA
GTF3C1	2975	TFIIIC, TFIIIC220, TFIIICalpha	general transcription factor IIIC, polypeptide 1, alpha 220kDa
GTF3C2	2976	TFIIIC-BETA, TFIIIC110, TFIIIC-110	general transcription factor IIIC, polypeptide 2, beta 110kDa
GUCA2B	2981	GCAP-II, UGN	guanylate cyclase activator 2B (uroguanylin)
GUCY1B3	2983	GC-S-beta-1, GC-SB3, GUC1B3, GUCB3, GUCSB3, GUCY1B1	guanylate cyclase 1, soluble, beta 3
GUCY2C	2984	DIAR6, GUC2C, MECIL, MUCIL, STAR	guanylate cyclase 2C (heat stable enterotoxin receptor)
GUSB	2990	BG, MPS7	glucuronidase, beta
GYPA	2993	CD235a, GPA, GPErik, GPSAT, HGpMiV, HGpMiXI, HGpSta(C), MN, MNS, PAS-2	glycophorin A (MNS blood group)
GYPB	2994	CD235b, GPB, GPB.NY, GYPHe.NY, GpMiIII, HGpMiIII, HGpMiVI, HGpMiX, MNS, PAS-3, SS	glycophorin B (MNS blood group)
GZF1	64412	ZBTB23, ZNF336	GDNF-inducible zinc finger protein 1
GZMB	3002	CCPI, CGL-1, CGL1, CSP-B, CSPB, CTLA1, CTSGL1, HLP, SECT	granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)
H2AFX	3014	H2A.X, H2A/X, H2AX	H2A histone family, member X
HAMP	57817	HEPC, HFE2B, LEAP1, PLTR	hepcidin antimicrobial peptide
HAND2	9464	DHAND2, Hed, Thing2, bHLHa26, dHand	heart and neural crest derivatives expressed 2
HAP1	9001	HAP2, HIP5, HLP, hHLP1	huntingtin-associated protein 1
HAX1	10456	HCLSBP1, HS1BP1, SCN3	HCLS1 associated protein X-1
HBA1	3039	CD31, HBH	hemoglobin, alpha 1
HBA2	3040	HBH	hemoglobin, alpha 2
HBB	3043	CD113t-C, beta-globin	hemoglobin, beta
HBE1	3046	HBE	hemoglobin, epsilon 1
HBEGF	1839	DTR, DTS, DTSF, HEGFL	heparin-binding EGF-like growth factor
HBG1	3047	HBGA, HBGR, HSGGL1	hemoglobin, gamma A
HCFC1	3054	CFF, HCF-1, HCF1, HFC1, MRX3, VCAF	host cell factor C1 (VP16-accessory protein)
HCK	3055	JTK9, p59Hck, p61Hck	hemopoietic cell kinase
HCN2	610	BCNG-2, BCNG2, HAC-1	hyperpolarization activated cyclic nucleotide-gated potassium channel 2
HCN4	10021	SSS2	hyperpolarization activated cyclic nucleotide-gated potassium channel 4
HDAC1	3065	GON-10, HD1, RPD3, RPD3L1	histone deacetylase 1
HDAC10	83933	HD10	histone deacetylase 10
HDAC11	79885	HD11	histone deacetylase 11
HDAC2	3066	HD2, RPD3, YAF1	histone deacetylase 2
HDAC3	8841	HD3, RPD3, RPD3-2	histone deacetylase 3
HDAC4	9759	AHO3, BDMR, HA6116, HD4, HDAC-4, HDAC-A, HDACA	histone deacetylase 4
HDAC5	10014	HD5, NY-CO-9	histone deacetylase 5
HDAC7	51564	HD7A, HDAC7A	histone deacetylase 7
HDAC8	55869	CDLS5, HD8, HDACL1, MRXS6, RPD3, WTS	histone deacetylase 8
HDAC9	9734	HD7, HD7b, HD9, HDAC, HDAC7, HDAC7B, HDAC9B, HDAC9FL, HDRP, MITR	histone deacetylase 9
HDGF	3068	HMG1L2	hepatoma-derived growth factor
HECA	51696	HDC, HDCL, HHDC, dJ225E12.1	headcase homolog (Drosophila)
HEMGN	55363	EDAG, EDAG-1	hemogen
HEPH	9843	CPL	hephaestin
HERC2	8924	D15F37S1, SHEP1, jdf2, p528	HECT and RLD domain containing E3 ubiquitin protein ligase 2
HES1	3280	HES-1, HHL, HRY, bHLHb39	hairy and enhancer of split 1, (Drosophila)
HES6	55502	HES-6, bHLHb41, bHLHc23	hairy and enhancer of split 6 (Drosophila)
HESX1	8820	ANF, CPHD5, RPX	HESX homeobox 1
HEXIM1	10614	CLP1, EDG1, HIS1, MAQ1	hexamethylene bis-acetamide inducible 1
HEY1	23462	BHLHb31, CHF2, HERP2, HESR1, HRT-1, OAF1	hairy/enhancer-of-split related with YRPW motif 1
HEY2	23493	CHF1, GRIDLOCK, GRL, HERP1, HESR2, HRT2, bHLHb32	hairy/enhancer-of-split related with YRPW motif 2
HEYL	26508	HESR3, HEY3, HRT3, bHLHb33	hairy/enhancer-of-split related with YRPW motif-like
HFE	3077	HFE1, HH, HLA-H, MVCD7, TFQTL2	hemochromatosis
HGF	3082	DFNB39, F-TCF, HGFB, HPTA, SF	hepatocyte growth factor (hepapoietin A scatter factor)
HHEX	3087	HEX, HMPH, HOX11L-PEN, PRH, PRHX	hematopoietically expressed homeobox
HIC1	3090	ZBTB29, ZNF901, hic-1	hypermethylated in cancer 1
HIF1A	3091	HIF-1A, HIF-1alpha, HIF1, HIF1-ALPHA, MOP1, PASD8, bHLHe78	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)
HIF3A	64344	HIF-3A, IPAS, MOP7, PASD7, bHLHe17	hypoxia inducible factor 3, alpha subunit
HINFP	25988	HiNF-P, MIZF, ZNF743	histone H4 transcription factor
HIP1	3092	ILWEQ	huntingtin interacting protein 1
HIP1R	9026	HIP12, HIP3, ILWEQ	huntingtin interacting protein 1 related
HIPK2	28996	PRO0593	homeodomain interacting protein kinase 2
HIRA	7290	DGCR1, TUP1, TUPLE1	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)
HIST1H2AE	3012	H2A.1, H2A.2, H2A/a, H2AFA	histone cluster 1, H2ae
HIST1H4L	8368	H4.k, H4/k, H4FK	histone cluster 1, H4l
HIST2H2BE	8349	GL105, H2B, H2B.1, H2BFQ, H2BGL105, H2BQ	histone cluster 2, H2be
HIST2H4A	8370	FO108, H4, H4/n, H4F2, H4FN, HIST2H4	histone cluster 2, H4a
HIVEP2	3097	HIV-EP2, MBP-2, MIBP1, SHN2, ZAS2, ZNF40B	human immunodeficiency virus type I enhancer binding protein 2
HK2	3099	HKII, HXK2	hexokinase 2
HK3	3101	HKIII, HXK3	hexokinase 3 (white cell)
HLA-A	3105	HLAA	major histocompatibility complex, class I, A
HLA-B	3106	AS, HLAB, SPDA1	major histocompatibility complex, class I, B
HLA-C	3107	D6S204, HLA-JY3, HLC-C, PSORS1	major histocompatibility complex, class I, C
HLA-DMA	3108	D6S222E, DMA, HLADM, RING6	major histocompatibility complex, class II, DM alpha
HLA-DMB	3109	D6S221E, RING7	major histocompatibility complex, class II, DM beta
HLA-DOA	3111	HLA-DNA, HLA-DZA, HLADZ	major histocompatibility complex, class II, DO alpha
HLA-DOB	3112	DOB	major histocompatibility complex, class II, DO beta
HLA-DPA1	3113	DP(W3), DP(W4), HLA-DP1A, HLADP, HLASB, PLT1	major histocompatibility complex, class II, DP alpha 1
HLA-DPB1	3115	DPB1, HLA-DP, HLA-DP1B, HLA-DPB	major histocompatibility complex, class II, DP beta 1
HLA-DQA1	3117	CD, CELIAC1, DQ-A1, GSE, HLA-DQA	major histocompatibility complex, class II, DQ alpha 1
HLA-DQA2	3118	DX-ALPHA, HLA-DXA	major histocompatibility complex, class II, DQ alpha 2
HLA-DQB1	3119	CELIAC1, HLA-DQB, IDDM1	major histocompatibility complex, class II, DQ beta 1
HLA-DQB2	3120	HLA-DQB1, HLA-DXB	major histocompatibility complex, class II, DQ beta 2
HLA-DRA	3122	HLA-DRA1, MLRW	major histocompatibility complex, class II, DR alpha
HLA-DRB1	3123	DRB1, DRw10, HLA-DR1B, HLA-DRB, SS1	major histocompatibility complex, class II, DR beta 1
HLA-DRB3	3125	HLA-DR3B	major histocompatibility complex, class II, DR beta 3
HLA-DRB4	3126	DR-4, DR4, DRB4, HLA-DR4B	major histocompatibility complex, class II, DR beta 4
HLA-DRB5	3127	HLA-DRB	major histocompatibility complex, class II, DR beta 5
HLA-E	3133	EA1.2, EA2.1, HLA-6.2, MHC, QA1	major histocompatibility complex, class I, E
HLA-F	3134	CDA12, HLA-5.4, HLA-CDA12, HLAF	major histocompatibility complex, class I, F
HLA-G	3135	MHC-G	major histocompatibility complex, class I, G
HLTF	6596	HIP116, HIP116A, HLTF1, RNF80, SMARCA3, SNF2L3, ZBU1	helicase-like transcription factor
HLX	3142	HB24, HLX1	H2.0-like homeobox
HMG20B	10362	BRAF25, BRAF35, HMGX2, HMGXB2, PP7706, SMARCE1r, SOXL, pp8857	high mobility group 20B
HMGA1	3159	HMG-R, HMGA1A, HMGIY	high mobility group AT-hook 1
HMGA2	8091	BABL, HMGI-C, HMGIC, LIPO, STQTL9	high mobility group AT-hook 2
HMGB1	3146	HMG1, HMG3, SBP-1	high mobility group box 1
HMGB2	3148	HMG2	high mobility group box 2
HMGCR	3156	LDLCQ3	3-hydroxy-3-methylglutaryl-CoA reductase
HMGCS1	3157	HMGCS	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)
HMGN1	3150	HMG14	high mobility group nucleosome binding domain 1
HMGN3	9324	PNAS-25, TRIP7	high mobility group nucleosomal binding domain 3
HMGXB4	10042	HMG2L1, HMGBCG, THC211630	HMG box domain containing 4
HMMR	3161	CD168, IHABP, RHAMM	hyaluronan-mediated motility receptor (RHAMM)
HMOX1	3162	HMOX1D, HO-1, HSP32, bK286B10	heme oxygenase (decycling) 1
HNF1A	6927	HNF-1A, HNF1, IDDM20, LFB1, MODY3, TCF-1, TCF1	HNF1 homeobox A
HNF1B	6928	FJHN, HNF-1B, HNF1beta, HNF2, HPC11, LF-B3, LFB3, MODY5, TCF-2, TCF2, VHNF1	HNF1 homeobox B
HNF4A	3172	HNF4, HNF4a7, HNF4a8, HNF4a9, HNF4alpha, MODY, MODY1, NR2A1, NR2A21, TCF, TCF14	hepatocyte nuclear factor 4, alpha
HNF4G	3174	NR2A2, NR2A3	hepatocyte nuclear factor 4, gamma
HNRNPA1	3178	HNRPA1, HNRPA1L3, hnRNP A1, hnRNP-A1	heterogeneous nuclear ribonucleoprotein A1
HNRNPA2B1	3181	HNRNPA2, HNRNPB1, HNRPA2, HNRPA2B1, HNRPB1, RNPA2, SNRPB1	heterogeneous nuclear ribonucleoprotein A2/B1
HNRNPD	3184	AUF1, AUF1A, HNRPD, P37, hnRNPD0	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
HNRNPR	10236	HNRPR, hnRNP R, hnRNP-R	heterogeneous nuclear ribonucleoprotein R
HOMER3	9454	HOMER-3, VESL3	homer homolog 3 (Drosophila)
HOPX	84525	CAMEO, HOD, HOP, LAGY, NECC1, OB1, SMAP31, TOTO	HOP homeobox
HOXA1	3198	BSAS, HOX1, HOX1F	homeobox A1
HOXA10	3206	HOX1, HOX1.8, HOX1H, PL	homeobox A10
HOXA11	3207	HOX1, HOX1I	homeobox A11
HOXA2	3199	HOX1K	homeobox A2
HOXA4	3201	HOX1, HOX1D	homeobox A4
HOXA5	3202	HOX1, HOX1.3, HOX1C	homeobox A5
HOXA7	3204	ANTP, HOX1, HOX1.1, HOX1A	homeobox A7
HOXA9	3205	ABD-B, HOX1, HOX1.7, HOX1G	homeobox A9
HOXB1	3211	HCFP3, HOX2, HOX2I, Hox-2.9	homeobox B1
HOXB13	10481	PSGD	homeobox B13
HOXB4	3214	HOX-2.6, HOX2, HOX2F	homeobox B4
HOXB7	3217	HHO.C1, HOX2, HOX2C, Hox-2.3	homeobox B7
HOXB8	3218	HOX2, HOX2D, Hox-2.4	homeobox B8
HOXC10	3226	HOX3I	homeobox C10
HOXC11	3227	HOX3H	homeobox C11
HOXC13	3229	ECTD9, HOX3, HOX3G	homeobox C13
HOXC6	3223	CP25, HHO.C8, HOX3, HOX3C	homeobox C6
HOXC8	3224	HOX3, HOX3A	homeobox C8
HOXC9	3225	HOX3, HOX3B	homeobox C9
HOXD1	3231	HOX4, HOX4G, Hox-4.7	homeobox D1
HOXD13	3239	BDE, BDSD, HOX4I, SPD	homeobox D13
HOXD3	3232	HOX1D, HOX4, HOX4A, Hox-4.1	homeobox D3
HOXD9	3235	HOX4, HOX4C, Hox-4.3, Hox-5.2, Hoxd9	homeobox D9
HP	3240	BP, HP2ALPHA2, HPA1S	haptoglobin
HPGD	3248	15-PGDH, PGDH, PGDH1, PHOAR1, SDR36C1	hydroxyprostaglandin dehydrogenase 15-(NAD)
HPGDS	27306	GSTS, GSTS1-1, PGD2, PGDS	hematopoietic prostaglandin D synthase
HPR	3250	A-259H10.2, HP	haptoglobin-related protein
HPSE	10855	HPA, HPA1, HPR1, HPSE1, HSE1	heparanase
HPSE2	60495	HPA2, HPR2, UFS, UFS1	heparanase 2
HR	55806	ALUNC, AU, HSA277165, MUHH, MUHH1	hair growth associated
HRAS	3265	C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, K-RAS, N-RAS, RASH1	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
HRH1	3269	H1-R, hisH1	histamine receptor H1
HRK	8739	DP5, HARAKIRI	harakiri, BCL2 interacting protein (contains only BH3 domain)
HSD11B2	3291	AME, AME1, HSD11K, HSD2, SDR9C3	hydroxysteroid (11-beta) dehydrogenase 2
HSD17B1	3292	EDH17B2, EDHB17, HSD17, SDR28C1	hydroxysteroid (17-beta) dehydrogenase 1
HSD17B11	51170	17BHSD11, DHRS8, PAN1B, RETSDR2, SDR16C2	hydroxysteroid (17-beta) dehydrogenase 11
HSD17B2	3294	EDH17B2, HSD17, SDR9C2	hydroxysteroid (17-beta) dehydrogenase 2
HSD17B6	8630	HSE, RODH, SDR9C6	hydroxysteroid (17-beta) dehydrogenase 6
HSD3B1	3283	3BETAHSD, HSD3B, HSDB3, HSDB3A, I, SDR11E1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1
HSD3B2	3284	HSD3B, HSDB, SDR11E2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
HSF1	3297	HSTF1	heat shock transcription factor 1
HSF2	3298	HSF 2, HSTF 2	heat shock transcription factor 2
HSF4	3299	CTM	heat shock transcription factor 4
HSP90AA1	3320	EL52, HSP86, HSP89A, HSP90A, HSP90N, HSPC1, HSPCA, HSPCAL1, HSPCAL4, HSPN, Hsp89, Hsp90, LAP2	heat shock protein 90kDa alpha (cytosolic), class A member 1
HSP90AB1	3326	D6S182, HSP84, HSP90B, HSPC2, HSPCB	heat shock protein 90kDa alpha (cytosolic), class B member 1
HSPA1A	3303	HSP70-1, HSP70-1A, HSP70I, HSP72, HSPA1	heat shock 70kDa protein 1A
HSPA1B	3304	HSP70-1B, HSP70-2	heat shock 70kDa protein 1B
HSPA1L	3305	HSP70-1L, HSP70-HOM, HSP70T, hum70t	heat shock 70kDa protein 1-like
HSPA4	3308	APG-2, HS24/P52, HSPH2, RY, hsp70, hsp70RY	heat shock 70kDa protein 4
HSPA5	3309	BIP, GRP78, MIF2	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)
HSPA8	3312	HSC54, HSC70, HSC71, HSP71, HSP73, HSPA10, LAP1, NIP71	heat shock 70kDa protein 8
HSPB1	3315	CMT2F, HMN2B, HS.76067, HSP27, HSP28, Hsp25, SRP27	heat shock 27kDa protein 1
HSPB8	26353	CMT2L, DHMN2, E2IG1, H11, HMN2, HMN2A, HSP22	heat shock 22kDa protein 8
HSPD1	3329	CPN60, GROEL, HLD4, HSP-60, HSP60, HSP65, HuCHA60, SPG13	heat shock 60kDa protein 1 (chaperonin)
HSPE1	3336	CPN10, EPF, GROES, HSP10	heat shock 10kDa protein 1 (chaperonin 10)
HSPH1	10808	HSP105, HSP105A, HSP105B, NY-CO-25	heat shock 105kDa/110kDa protein 1
HTATIP2	10553	CC3, SDR44U1, TIP30	HIV-1 Tat interactive protein 2, 30kDa
HTR1A	3350	5-HT-1A, 5-HT1A, 5HT1a, ADRB2RL1, ADRBRL1, G-21, PFMCD	5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled
HTRA2	27429	OMI, PARK13, PRSS25	HtrA serine peptidase 2
HTT	3064	HD, IT15	huntingtin
HYAL1	3373	HYAL-1, LUCA1, NAT6	hyaluronoglucosaminidase 1
HYOU1	10525	GRP-170, Grp170, HSP12A, ORP-150, ORP150	hypoxia up-regulated 1
IAPP	3375	DAP, IAP	islet amyloid polypeptide
IBSP	3381	BNSP, BSP, BSP-II, SP-II	integrin-binding sialoprotein
ICAM1	3383	BB2, CD54, P3.58	intercellular adhesion molecule 1
ICAM2	3384	CD102	intercellular adhesion molecule 2
ICAM3	3385	CD50, CDW50, ICAM-R	intercellular adhesion molecule 3
ID1	3397	ID, bHLHb24	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein
ID2	3398	GIG8, ID2A, ID2H, bHLHb26	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein
ID3	3399	HEIR-1, bHLHb25	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein
ID4	3400	IDB4, bHLHb27	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein
IDE	3416	INSULYSIN	insulin-degrading enzyme
IDO1	3620	IDO, IDO-1, INDO	indoleamine 2,3-dioxygenase 1
IDO2	169355	INDOL1	indoleamine 2,3-dioxygenase 2
IER3	8870	DIF-2, DIF2, GLY96, IEX-1, IEX-1L, IEX1, PRG1	immediate early response 3
IFI16	3428	IFNGIP1, PYHIN2	interferon, gamma-inducible protein 16
IFIT3	3437	CIG-49, GARG-49, IFI60, IFIT4, IRG2, ISG60, P60, RIG-G	interferon-induced protein with tetratricopeptide repeats 3
IFITM3	10410	1-8U, DSPA2b, IP15	interferon induced transmembrane protein 3
IFITM5	387733	BRIL, DSPA1, Hrmp1, OI5, fragilis4	interferon induced transmembrane protein 5
IFNA1	3439	IFL, IFN, IFN-ALPHA, IFN-alphaD, IFNA13, IFNA@	interferon, alpha 1
IFNA2	3440	IFN-alphaA, IFNA, IFNA2B, INFA2	interferon, alpha 2
IFNAR1	3454	AVP, IFN-alpha-REC, IFNAR, IFNBR, IFRC	interferon (alpha, beta and omega) receptor 1
IFNB1	3456	IFB, IFF, IFNB	interferon, beta 1, fibroblast
IFNG	3458	IFG, IFI	interferon, gamma
IFNGR1	3459	CD119, IFNGR	interferon gamma receptor 1
IFNL1	282618	IL-29, IL29	interferon, lambda 1
IFNL2	282616	IL-28A, IL28A	interferon, lambda 2
IFNL3	282617	IL-28B, IL28B, IL28C	interferon, lambda 3
IFNLR1	163702	CRF2/12, IFNLR, IL-28R1, IL28RA, LICR2	interferon, lambda receptor 1
IGF1	3479	IGF-I, IGF1A, IGFI	insulin-like growth factor 1 (somatomedin C)
IGF1R	3480	CD221, IGFIR, IGFR, JTK13	insulin-like growth factor 1 receptor
IGF2	3481	C11orf43, IGF-II, PP9974	insulin-like growth factor 2 (somatomedin A)
IGF2BP1	10642	CRD-BP, CRDBP, IMP-1, IMP1, VICKZ1, ZBP1	insulin-like growth factor 2 mRNA binding protein 1
IGF2BP2	10644	IMP-2, IMP2, VICKZ2, p62	insulin-like growth factor 2 mRNA binding protein 2
IGF2R	3482	CD222, CIMPR, M6P-R, MPR1, MPRI	insulin-like growth factor 2 receptor
IGFBP1	3484	AFBP, IBP1, IGF-BP25, PP12, hIGFBP-1	insulin-like growth factor binding protein 1
IGFBP3	3486	BP-53, IBP3	insulin-like growth factor binding protein 3
IGFBP4	3487	BP-4, HT29-IGFBP, IBP4, IGFBP-4	insulin-like growth factor binding protein 4
IGFBP5	3488	IBP5	insulin-like growth factor binding protein 5
IGH	3492	IGH.1@, IGH@, IGHDY1	immunoglobulin heavy locus
IGJ	3512	IGCJ, JCH	immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides
IGK	50802	IGK@	immunoglobulin kappa locus
IHH	3549	BDA1, HHG2	indian hedgehog
